alpha,u,class
55.82943158,17.79224,GALAXY
176.1099489,19.15322,GALAXY
347.4358731,23.07327,GALAXY
332.4915991,21.34994,QSO
136.300716,22.38152,GALAXY
10.23779517,25.0697,GALAXY
9.369267639,21.7879,GALAXY
41.5022562,22.68279,GALAXY
245.2185537,17.8392,STAR
241.7479309,22.52737,QSO
136.7377152,22.33495,GALAXY
148.2288592,24.48979,GALAXY
210.9702662,21.59263,QSO
1.233125754,23.75024,GALAXY
12.9119806,22.30182,GALAXY
1.012157017,22.45625,QSO
222.6250168,20.96132,QSO
248.3295063,17.07193,STAR
178.0055204,25.8564,GALAXY
152.4444773,20.46521,GALAXY
5.157545033,21.80241,GALAXY
242.4938938,19.78914,GALAXY
341.1431651,22.70333,GALAXY
160.6189654,22.59683,QSO
12.92938617,24.07974,STAR
220.541672,22.17455,GALAXY
117.4075299,23.44058,GALAXY
128.1386725,23.3101,GALAXY
8.674995149,24.74482,GALAXY
11.64196357,25.04193,GALAXY
330.3478086,22.00684,GALAXY
338.8251242,25.77657,GALAXY
230.6618233,19.79626,GALAXY
236.8858097,22.95636,GALAXY
240.7588668,23.12895,GALAXY
7.018052141,20.7071,QSO
180.2715814,21.35781,QSO
345.9342794,23.35641,STAR
346.1591128,25.56561,GALAXY
124.9113423,21.21527,GALAXY
333.6233049,20.36732,GALAXY
235.2817201,18.77856,GALAXY
4.415516339,24.421,STAR
2.545855043,23.03257,STAR
186.4681562,23.22562,GALAXY
125.1545908,21.31796,QSO
136.6156766,23.54985,STAR
44.77496976,25.55171,GALAXY
6.901153887,23.17834,GALAXY
155.3332084,20.02376,GALAXY
347.3157633,20.14183,STAR
348.721342,21.14637,QSO
347.37033,22.67201,GALAXY
347.9337122,26.31597,GALAXY
232.0727115,20.87825,GALAXY
337.8597943,21.75798,QSO
181.2447717,24.1388,GALAXY
346.0908895,21.33736,QSO
253.5251547,20.50251,QSO
157.1798632,24.36931,GALAXY
160.1130363,22.04384,GALAXY
227.6010133,24.92173,GALAXY
246.4227998,24.33904,GALAXY
246.6071175,20.3714,QSO
167.1981243,23.22683,GALAXY
343.344414,23.59474,GALAXY
5.471629007,20.14651,GALAXY
186.618391,25.61658,GALAXY
193.6189959,21.98274,GALAXY
137.157362,21.37677,GALAXY
139.4774108,25.30639,GALAXY
267.6932749,21.43812,STAR
195.4973521,23.92653,GALAXY
137.2771057,21.32821,QSO
17.87474783,22.02962,QSO
0.765104129,22.23368,QSO
142.6268996,25.66283,GALAXY
334.4654685,24.37361,GALAXY
229.0995471,23.75069,GALAXY
242.2140838,20.87729,GALAXY
234.2351626,18.19745,GALAXY
239.9212763,25.24516,GALAXY
251.6244633,24.28798,GALAXY
198.6357523,19.41343,GALAXY
341.4270635,24.29844,GALAXY
336.5886431,24.27057,GALAXY
242.812995,21.73645,GALAXY
251.1511683,26.09708,GALAXY
240.8052105,25.36574,GALAXY
340.2944593,21.40275,QSO
49.00233812,19.79976,QSO
54.60060416,21.12883,STAR
337.8802182,20.88028,STAR
336.8212104,20.9141,GALAXY
180.4471251,20.69097,QSO
343.646489,24.06766,QSO
157.5427794,22.35657,STAR
345.2485289,21.29664,GALAXY
231.9079338,18.74233,GALAXY
184.4518167,18.60691,STAR
140.7211872,22.60748,GALAXY
138.2899539,22.91794,GALAXY
242.9715288,20.5387,STAR
248.8788411,25.24271,STAR
192.7797699,23.14626,GALAXY
124.763347,20.65432,STAR
343.1580719,22.80926,GALAXY
165.8614701,24.82666,STAR
347.6075609,25.61312,GALAXY
43.7001619,19.96591,STAR
245.7298756,18.54832,STAR
233.358654,17.55606,STAR
177.1918161,23.44774,GALAXY
326.5155684,26.14014,GALAXY
132.0773851,25.94716,QSO
132.453251,24.45454,GALAXY
345.6557695,20.64839,QSO
346.4835375,22.48767,QSO
190.9420713,22.55977,GALAXY
246.0513976,20.08243,STAR
44.29794238,23.72037,GALAXY
145.5315315,22.40533,GALAXY
143.4760556,23.45192,GALAXY
355.0567616,22.67229,STAR
345.2619199,20.66489,GALAXY
23.8677088,20.17848,GALAXY
324.2317263,25.73058,QSO
253.6110746,22.83902,GALAXY
341.4217321,24.7381,GALAXY
241.9498342,25.08284,GALAXY
171.0043061,24.36143,GALAXY
235.1762334,21.76441,GALAXY
338.2194658,21.71838,GALAXY
124.4919446,24.82746,GALAXY
186.1305628,24.52489,GALAXY
188.0678225,22.06262,STAR
22.15137757,22.91242,GALAXY
218.8967968,22.80826,GALAXY
336.7024348,24.64993,GALAXY
244.7534345,25.24306,GALAXY
231.2642924,19.48719,GALAXY
207.4728192,22.72656,GALAXY
184.160261,20.35464,GALAXY
185.4307259,19.75726,GALAXY
349.5822067,24.03793,STAR
342.9860504,20.44831,STAR
347.8997273,22.27265,GALAXY
348.1884583,22.69959,GALAXY
235.7746545,22.80993,QSO
218.2282382,23.04654,GALAXY
32.26469701,25.84018,GALAXY
27.31845914,18.91782,GALAXY
344.8571719,21.59735,QSO
1.213117921,25.55623,GALAXY
12.25683971,23.32204,GALAXY
210.9627158,20.55344,QSO
181.6205358,19.80669,GALAXY
155.606469,22.47227,GALAXY
141.7884399,25.3376,GALAXY
242.7456195,18.28369,STAR
46.6886928,24.63465,STAR
0.507930545,21.58719,GALAXY
227.2833258,23.00303,QSO
144.1332586,23.04696,GALAXY
196.5637824,26.42638,GALAXY
340.5872149,20.04387,QSO
15.14338557,19.62338,GALAXY
16.87399181,19.71164,GALAXY
1.936603174,22.84614,GALAXY
134.3248066,17.48753,GALAXY
127.6665136,22.32457,GALAXY
136.6162695,22.40418,STAR
169.7594303,24.20927,STAR
338.71712,25.73427,GALAXY
215.7572065,18.549,GALAXY
38.18401979,18.05495,STAR
332.0913497,22.28295,GALAXY
358.3780897,21.49974,QSO
0.093569117,22.52049,GALAXY
168.4512048,21.65597,GALAXY
55.27816658,18.54499,QSO
341.5436399,23.19473,GALAXY
241.0785253,23.29896,GALAXY
339.6388251,24.37644,GALAXY
329.418075,22.21613,GALAXY
223.7499641,20.77368,STAR
0.115996883,29.19901,QSO
161.0338896,25.91585,GALAXY
128.3919005,23.9607,GALAXY
132.7719064,23.85391,STAR
333.2406693,21.17832,GALAXY
231.3497588,22.99622,GALAXY
244.3194163,19.27543,GALAXY
327.9383722,25.02266,STAR
13.80060609,19.66673,QSO
14.57051928,22.52122,QSO
357.3788645,22.98657,STAR
354.2483766,21.80186,GALAXY
169.5672793,21.65109,QSO
333.1990427,25.97449,STAR
26.79869223,23.46455,GALAXY
30.20688687,24.4909,GALAXY
195.400448,23.96175,GALAXY
151.0469379,23.33829,GALAXY
132.1928595,20.61476,STAR
185.613009,21.94286,GALAXY
169.5463565,19.03104,QSO
173.7565166,25.20853,GALAXY
165.7161627,20.32855,QSO
127.638238,22.30767,STAR
348.8271852,23.62694,GALAXY
214.2634067,26.49947,GALAXY
4.182268122,25.09609,GALAXY
164.4966158,20.5624,GALAXY
27.34568191,21.89341,QSO
358.7796304,25.05013,GALAXY
4.334028482,24.81297,GALAXY
11.72663616,21.81483,GALAXY
144.7070214,25.11841,GALAXY
145.1144764,22.65357,GALAXY
7.418534923,22.0212,QSO
20.06871833,20.49711,QSO
209.9384079,25.72166,GALAXY
243.5714543,18.49807,GALAXY
345.7943015,24.05081,STAR
13.37525348,22.3538,GALAXY
34.07272331,19.36992,GALAXY
238.8909743,18.39418,GALAXY
231.9293614,26.15203,GALAXY
171.9095841,19.25742,STAR
2.094769042,18.97488,STAR
52.24916852,18.42028,STAR
50.36931743,20.16676,STAR
2.09435941,19.86476,GALAXY
146.4577592,21.9741,GALAXY
118.4665787,25.65149,GALAXY
345.6552963,22.49068,GALAXY
178.8618968,24.14128,GALAXY
119.0600626,24.01563,GALAXY
114.4099538,22.82586,GALAXY
134.0279258,23.55566,GALAXY
253.2429679,22.83901,GALAXY
354.4904528,26.10334,GALAXY
210.8529353,19.09156,STAR
141.5456283,20.58105,GALAXY
212.4314177,22.72617,STAR
154.4109103,23.15613,GALAXY
348.6749686,25.27418,GALAXY
180.2590694,23.45436,GALAXY
320.2602723,21.46195,QSO
72.12871798,18.89346,STAR
319.5327434,26.74363,GALAXY
244.1227406,23.68798,GALAXY
226.8765759,25.71564,GALAXY
232.6563565,25.79081,GALAXY
340.9135501,25.54769,GALAXY
24.71210078,26.65725,GALAXY
23.21928551,25.85909,GALAXY
13.68965247,22.14223,QSO
180.6316053,18.46077,GALAXY
144.7254767,23.8898,GALAXY
4.837952501,20.87001,QSO
278.2710891,19.46832,STAR
161.7166394,24.63802,GALAXY
22.43329735,15.8745,GALAXY
355.0920315,22.17037,STAR
169.4923034,22.87024,GALAXY
142.0295013,19.41587,GALAXY
159.9652436,23.17147,QSO
31.59602326,23.45585,GALAXY
217.8733501,22.03128,GALAXY
9.223876738,24.06358,GALAXY
251.0758526,23.83447,GALAXY
234.9079574,19.36715,GALAXY
354.8170968,22.53975,GALAXY
2.143864937,20.77477,GALAXY
55.50894702,23.54189,STAR
343.2364832,25.41159,GALAXY
10.9531193,21.57915,STAR
11.09470508,19.29361,STAR
224.3031787,24.71847,GALAXY
117.4565901,27.01823,GALAXY
136.6213183,20.32946,GALAXY
330.2041454,22.77877,GALAXY
126.7658968,20.02809,GALAXY
220.0160373,25.55743,GALAXY
249.974309,24.26447,GALAXY
197.2056601,21.81719,GALAXY
131.4587055,21.93686,STAR
313.3340577,21.02955,STAR
339.694645,19.57974,GALAXY
251.0448641,25.21181,GALAXY
235.1052102,20.66278,GALAXY
347.2354457,22.82486,GALAXY
347.2400909,24.92178,GALAXY
151.6213683,23.16313,GALAXY
157.8804797,22.0403,GALAXY
346.4928861,19.67065,QSO
349.362996,18.03823,STAR
232.4456804,21.67743,QSO
168.9654255,19.98319,GALAXY
328.3712133,21.71814,STAR
341.1834987,21.41722,QSO
151.6431977,23.89352,GALAXY
346.3063292,23.40575,GALAXY
238.966459,19.10778,GALAXY
243.7748392,20.49125,GALAXY
235.3498369,20.56466,GALAXY
106.3097821,19.74542,STAR
231.0745885,19.14183,QSO
14.61975487,24.27612,GALAXY
15.91101961,23.05142,GALAXY
144.9163257,22.37309,QSO
167.3793311,19.20155,GALAXY
356.2821618,25.43379,GALAXY
194.5507016,19.44064,GALAXY
127.7461245,23.65771,GALAXY
129.7840168,26.76411,GALAXY
194.8813078,21.3422,STAR
337.1215548,23.60574,GALAXY
216.3647445,24.0532,GALAXY
138.3304647,25.50712,GALAXY
244.3541379,23.40045,GALAXY
234.2367545,20.80386,GALAXY
354.8054743,23.10041,STAR
57.34162213,20.147,STAR
339.4677838,21.79708,GALAXY
341.6485871,22.82025,GALAXY
179.2670309,24.16149,QSO
267.3801808,20.9479,STAR
359.3689422,23.35233,QSO
128.3891746,23.18214,GALAXY
243.0225745,19.15551,STAR
354.4134411,22.34542,QSO
192.5818863,24.63375,GALAXY
186.3909095,21.59519,QSO
278.230811,21.24766,STAR
162.6085938,20.66967,STAR
4.194577371,24.04643,GALAXY
139.5277717,19.76373,GALAXY
240.1278951,22.43417,GALAXY
236.5569231,19.78531,GALAXY
328.5861576,20.0008,STAR
346.7800423,23.43559,GALAXY
346.9215531,22.64025,GALAXY
162.0939641,23.13119,GALAXY
163.4457928,22.39243,GALAXY
188.3188453,19.3519,GALAXY
342.82563,19.69566,GALAXY
343.2208785,21.74335,GALAXY
346.4015429,24.51812,GALAXY
3.324143241,22.03473,GALAXY
9.760998285,22.75029,GALAXY
22.80646764,21.56707,GALAXY
5.248242629,21.05396,QSO
254.1929209,24.04868,GALAXY
249.7998751,22.48831,GALAXY
167.5657815,21.00511,STAR
234.9924431,21.79846,GALAXY
229.9845055,21.07939,STAR
132.665705,20.52765,QSO
134.516174,24.33229,GALAXY
343.2270743,25.52089,GALAXY
153.5841589,21.45478,GALAXY
340.2492076,19.31087,STAR
242.8521517,19.52698,GALAXY
14.19837147,23.46828,GALAXY
19.67302242,21.87307,GALAXY
147.8527955,24.98636,GALAXY
344.5851271,21.67819,GALAXY
343.6755957,22.81714,GALAXY
163.1741263,25.23506,GALAXY
133.8936666,24.13953,GALAXY
132.191476,25.94195,GALAXY
144.9973808,23.81076,GALAXY
354.5110433,21.59099,STAR
168.1871439,22.7095,GALAXY
168.2231983,23.5737,GALAXY
132.2387787,21.51583,QSO
151.8269565,25.66778,GALAXY
254.0801781,20.63404,GALAXY
251.6848481,24.77229,GALAXY
205.9361841,23.45995,GALAXY
179.1339118,23.82965,GALAXY
117.4837454,22.83684,GALAXY
127.4445863,24.94631,GALAXY
158.3642049,23.26146,GALAXY
184.6991458,22.54632,GALAXY
39.98552441,19.10526,STAR
238.2725385,24.33053,STAR
195.0425748,19.89257,GALAXY
185.7362576,23.2977,GALAXY
228.4154913,23.75411,STAR
341.6697321,21.36229,QSO
152.6505032,25.05093,GALAXY
160.3008225,24.99884,GALAXY
161.1258988,22.47035,GALAXY
178.3122232,19.78989,GALAXY
5.782370046,25.42481,GALAXY
138.8653781,26.17633,GALAXY
242.6218211,23.7087,GALAXY
235.2406629,21.42288,GALAXY
160.6938281,19.61837,QSO
31.83055797,26.87943,GALAXY
21.41525248,21.67509,STAR
9.961986416,22.85001,GALAXY
132.053475,24.27885,GALAXY
120.9716382,19.67606,STAR
109.7099822,22.86759,STAR
211.7291253,24.25549,GALAXY
31.70647681,19.28366,GALAXY
7.296271211,24.7225,GALAXY
175.8988708,23.64016,GALAXY
322.1273495,24.16835,GALAXY
144.5744392,24.66349,GALAXY
236.2788877,21.16818,GALAXY
229.1379162,21.09929,GALAXY
239.3718146,25.60891,GALAXY
239.0652676,19.73735,GALAXY
241.1592764,22.11959,GALAXY
346.5069955,20.45284,GALAXY
333.8127424,24.38854,GALAXY
149.7890397,22.62226,GALAXY
15.43233636,21.39529,QSO
188.2214503,22.02569,STAR
322.6122868,23.57611,GALAXY
131.2085581,20.10253,GALAXY
44.48017349,24.32842,GALAXY
6.959251738,22.55831,GALAXY
203.0959187,23.81205,STAR
124.7531839,24.65099,STAR
130.1420328,25.79175,STAR
124.3108128,20.48009,GALAXY
188.1312861,25.8676,QSO
149.9153069,26.13667,GALAXY
342.0638623,19.46911,GALAXY
241.1326169,23.56212,GALAXY
118.7254151,21.40055,QSO
1.457185833,26.17681,GALAXY
2.208342014,26.46628,GALAXY
185.3280823,19.98856,GALAXY
188.9706723,20.1951,GALAXY
172.8344899,22.26566,GALAXY
180.0740641,26.36509,GALAXY
181.8292392,24.28073,QSO
348.4262052,22.96768,GALAXY
245.2494985,17.10095,STAR
249.0772665,26.12318,GALAXY
346.1621688,25.9391,GALAXY
345.0742057,20.84703,QSO
30.59885492,23.80152,STAR
355.9858746,20.79652,GALAXY
24.5415868,23.76798,GALAXY
221.4375186,18.85805,STAR
345.3200112,21.72983,GALAXY
178.4916011,23.48552,GALAXY
150.9363297,22.98918,GALAXY
135.0133539,23.18786,STAR
3.68893383,24.80138,STAR
8.720961772,22.08716,QSO
223.5083455,19.15715,STAR
225.8244651,21.2143,STAR
155.5082396,22.30721,QSO
128.2199454,22.76285,GALAXY
132.4145123,21.85368,GALAXY
344.7192289,20.00209,GALAXY
355.1498899,22.11507,STAR
344.2362793,25.19205,GALAXY
45.82935736,20.2115,STAR
129.4903179,26.08961,GALAXY
347.2121846,21.68184,QSO
112.6036627,19.13382,GALAXY
344.2532533,26.31082,GALAXY
173.0390875,17.96934,STAR
337.010688,23.58846,GALAXY
5.315257172,25.18395,GALAXY
214.0584741,18.79543,STAR
342.6472239,24.28119,QSO
324.0200119,25.20543,STAR
212.7128839,25.65561,GALAXY
253.3867618,21.52254,GALAXY
217.1097338,25.00938,GALAXY
1.444652404,20.994,QSO
17.95292503,21.8687,QSO
333.510071,22.86793,GALAXY
152.9272491,25.51969,GALAXY
358.6334284,25.96702,GALAXY
338.2181805,21.5607,GALAXY
119.0705169,25.85281,STAR
347.853582,24.19611,GALAXY
10.00256947,24.40561,GALAXY
244.5884791,21.21622,STAR
176.6330902,19.69675,GALAXY
223.6026293,19.42904,GALAXY
193.1107953,23.65991,STAR
152.045337,20.39972,GALAXY
156.0984434,22.64056,GALAXY
183.6813866,22.00012,GALAXY
37.57156564,22.66082,GALAXY
352.1083373,23.27365,GALAXY
44.21112909,23.89452,GALAXY
353.7925771,24.88919,GALAXY
11.24058812,23.13281,GALAXY
175.709286,22.85611,GALAXY
190.0640496,19.74909,GALAXY
178.5593011,19.75874,GALAXY
179.8713623,23.29347,STAR
247.9912181,23.21556,STAR
359.3279479,25.10712,GALAXY
357.4197946,20.73068,STAR
26.80133985,26.17678,GALAXY
244.2295989,25.20951,GALAXY
134.0727293,24.19589,GALAXY
349.6830889,23.52703,GALAXY
8.65633998,25.54467,GALAXY
15.14471471,25.4149,GALAXY
333.6844177,26.79629,GALAXY
254.1383156,19.60814,GALAXY
250.0534865,19.7422,GALAXY
135.082376,24.74426,GALAXY
11.51067718,19.50103,QSO
55.9719659,23.82327,QSO
339.8439932,20.68509,QSO
179.0952388,20.49321,QSO
182.1567795,22.53512,QSO
144.1819446,22.41668,STAR
342.353884,22.12356,QSO
229.2267365,23.27662,GALAXY
229.734963,18.38734,GALAXY
252.226533,19.78777,GALAXY
117.2959661,23.56691,GALAXY
18.85920045,22.45395,STAR
19.85365299,25.11548,STAR
270.3491377,20.10016,STAR
65.03292626,19.01315,STAR
326.6014356,19.89273,QSO
123.4037175,21.64454,GALAXY
149.9100345,22.91566,GALAXY
2.045764315,24.04898,GALAXY
335.5223585,21.97226,GALAXY
14.01764151,23.05378,GALAXY
184.2313673,22.42895,GALAXY
349.4489486,18.05965,STAR
251.65647,21.67262,STAR
359.8372293,20.26761,QSO
232.1692634,19.39154,QSO
131.2917403,24.499,GALAXY
205.2354816,18.94933,GALAXY
3.98209348,22.2613,QSO
235.0180467,19.23586,GALAXY
357.1112163,23.81249,GALAXY
357.6812807,22.82123,GALAXY
108.5093437,20.81753,STAR
200.3190625,24.78413,GALAXY
246.9224795,18.11984,QSO
176.962055,23.41684,STAR
191.8086961,26.29178,GALAXY
32.04888329,19.19991,STAR
213.1129328,19.36142,GALAXY
201.9135942,21.86129,GALAXY
155.1097782,24.52197,GALAXY
321.3409856,23.57429,GALAXY
65.05037855,18.01983,STAR
130.7860231,22.03823,GALAXY
173.1196205,20.55546,STAR
359.6263879,25.59961,GALAXY
335.7239014,21.31704,GALAXY
241.8146999,19.20303,GALAXY
250.1981995,20.22742,GALAXY
239.6789124,19.91219,GALAXY
355.806906,19.04696,GALAXY
19.45341149,23.37988,GALAXY
322.7921402,23.2597,GALAXY
11.00579182,21.8317,QSO
158.1046428,23.54609,QSO
182.0485574,19.32914,STAR
146.5977219,22.45015,QSO
242.3744286,25.42053,GALAXY
238.5960122,18.83662,GALAXY
1.954424583,22.08046,QSO
340.0287886,25.63137,GALAXY
18.0212007,23.61847,GALAXY
6.131249083,20.62201,STAR
139.6403084,22.87416,GALAXY
128.1617594,19.62462,GALAXY
337.8876365,24.36134,GALAXY
151.9623085,25.54412,QSO
180.4088617,17.68916,QSO
164.0473072,22.52136,QSO
160.5710339,22.48069,STAR
113.7955966,22.62293,QSO
175.001396,20.15717,GALAXY
186.1525439,18.43123,GALAXY
162.9941541,23.12058,GALAXY
346.9479357,22.613,GALAXY
348.1026966,22.45894,GALAXY
16.46267271,23.16399,QSO
218.3208848,22.60466,QSO
7.090837001,21.59809,GALAXY
207.1152421,20.70165,GALAXY
7.311985041,21.21341,GALAXY
6.864279642,22.6565,GALAXY
353.6759481,21.55103,QSO
330.3069016,22.52248,GALAXY
11.66011779,21.5149,QSO
153.1115946,23.03668,GALAXY
124.1896648,24.05469,GALAXY
236.8899316,18.12514,GALAXY
123.5275377,19.36339,GALAXY
37.7524355,19.99488,GALAXY
3.189510055,22.694,QSO
10.47914312,22.55217,GALAXY
242.7328915,17.34625,GALAXY
354.3454941,20.17048,STAR
242.4481905,22.2883,GALAXY
238.6123434,18.56722,GALAXY
340.7770682,21.40666,QSO
359.4941088,20.75597,QSO
186.9741839,20.01079,GALAXY
339.1193141,24.20317,GALAXY
237.2763369,25.96611,GALAXY
344.5246002,22.3543,GALAXY
349.7179512,23.43597,GALAXY
350.3209859,22.50141,GALAXY
14.16127642,20.43716,QSO
15.08177583,22.22074,GALAXY
338.6555454,22.59337,GALAXY
125.3244177,21.47953,QSO
208.9515859,19.03886,QSO
131.2777866,21.40107,GALAXY
128.648194,22.61451,GALAXY
243.7009365,20.91714,GALAXY
43.90727839,25.37459,GALAXY
170.3278843,24.97303,GALAXY
347.0250607,23.05069,GALAXY
148.6197829,26.23955,GALAXY
171.6917194,24.64238,QSO
196.6879425,19.19634,QSO
353.4756465,24.16891,GALAXY
3.651177151,22.98287,QSO
350.1941704,22.87735,QSO
148.345584,22.90105,GALAXY
233.918217,20.8777,QSO
182.7448079,16.29036,GALAXY
174.5259804,24.07615,GALAXY
160.6471678,24.904,GALAXY
336.4226238,21.88004,QSO
181.6863237,24.33207,GALAXY
173.9966164,24.34503,GALAXY
127.1550775,19.51786,STAR
129.5386737,19.68303,STAR
162.7537901,21.29851,GALAXY
139.6864289,24.11551,GALAXY
9.155493392,18.77055,QSO
5.682217886,23.2621,GALAXY
184.7074022,22.25642,QSO
341.1837622,22.88832,QSO
151.7431686,18.54051,STAR
163.6887659,19.88696,GALAXY
327.9810921,21.9697,GALAXY
350.190019,23.88714,GALAXY
24.70721605,23.96523,GALAXY
344.7819707,22.06047,STAR
1.22287884,21.74941,QSO
46.63419514,22.52108,STAR
253.3544199,26.41166,GALAXY
344.0270549,24.38852,QSO
344.5440005,19.14868,GALAXY
229.2608088,19.92377,GALAXY
240.4757204,23.17855,GALAXY
214.5513669,19.32994,STAR
20.37083812,18.48399,QSO
205.9104787,23.35526,GALAXY
134.7732884,24.30368,GALAXY
135.9155428,26.03638,GALAXY
44.13890407,24.27203,GALAXY
6.612585508,23.35347,GALAXY
185.4385309,22.16698,GALAXY
5.097973925,21.14968,STAR
250.4506664,21.83054,QSO
36.21012655,21.65155,GALAXY
2.207142365,20.73864,GALAXY
2.965382394,25.44003,QSO
222.3767531,20.52682,GALAXY
148.6058891,23.19383,GALAXY
156.1958592,23.89599,GALAXY
248.3080468,25.1917,GALAXY
3.957612103,25.58624,GALAXY
225.0146612,23.2485,QSO
346.0562634,25.31499,GALAXY
56.33147269,20.78828,STAR
12.49544474,22.26971,GALAXY
231.9466257,21.30417,QSO
229.690264,22.48127,QSO
336.3611497,22.73873,GALAXY
251.4169623,18.61127,GALAXY
235.4237432,22.25053,GALAXY
231.13115,23.9464,QSO
8.784438455,23.10574,STAR
220.2989015,24.80962,GALAXY
202.6335611,20.21448,GALAXY
133.7679882,26.16064,GALAXY
119.6433309,20.7764,GALAXY
199.5750647,24.09465,GALAXY
9.347698303,23.37817,GALAXY
30.30335882,21.51826,GALAXY
173.4154925,23.69496,GALAXY
199.8013693,18.12247,GALAXY
144.5151851,23.00851,GALAXY
127.8657149,24.22989,GALAXY
136.2905907,24.37272,GALAXY
344.3569667,24.8945,GALAXY
16.5279188,24.01,GALAXY
20.42500385,23.46145,GALAXY
23.42034736,19.85177,GALAXY
245.4181358,19.20109,GALAXY
241.045916,24.77458,GALAXY
47.3725449,18.69254,STAR
3.519375132,21.87027,QSO
6.775382218,25.19726,QSO
223.0488929,21.91985,QSO
126.6130893,23.69037,GALAXY
337.6821088,22.99539,QSO
336.8047033,25.5122,GALAXY
44.13924176,22.47975,STAR
335.3280534,23.46386,GALAXY
6.205755748,24.02102,GALAXY
28.33769262,22.75752,GALAXY
125.3178045,21.34097,QSO
117.5809035,19.98587,QSO
125.1961248,20.13341,STAR
137.5473821,23.21818,GALAXY
343.0973946,18.61144,GALAXY
347.5239521,25.50784,GALAXY
348.234337,24.79834,GALAXY
158.6037051,19.07973,GALAXY
158.1067878,23.42383,GALAXY
158.2238752,22.09769,QSO
349.6457267,23.60089,QSO
347.1418284,19.65585,STAR
349.6301048,21.39997,STAR
357.8497735,23.80782,GALAXY
193.7285709,23.98897,GALAXY
149.8680032,20.86101,QSO
334.230244,20.75992,GALAXY
31.44022868,23.85243,GALAXY
344.6798178,26.64775,GALAXY
244.307754,21.47743,STAR
182.0923351,18.78891,GALAXY
